,Unnamed: 0.1,file,trans,speaker,start,end,duration,dialect,dialect_int,trans_length,trans_int,edu,work,age,edu_int,work_int,age_int
15716,10625,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,THEY HAD REGULAR MILITARY UNIFORMS ON IN THE OLD DAYS,DCA_se1_ag3_m_01,713.0828,716.5155,3.4326999999999543,africa_american,0,53,21 9 6 26 28 9 2 5 28 19 6 8 22 13 2 19 28 14 10 13 10 21 2 19 26 28 22 15 10 7 16 19 14 20 28 16 15 28 10 15 28 21 9 6 28 16 13 5 28 5 2 26 20,High School,Lower Working Class,30 to 50,3,1,2
15718,33108,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,MATH OVER TO ME BUT UH SHE WAS VERY EFFECTIVE AS FAR AS UH,DCA_se3_ag3_m_01,1820.5737,1824.7125,4.138800000000174,africa_american,0,58,14 2 21 9 28 16 23 6 19 28 21 16 28 14 6 28 3 22 21 28 22 9 28 20 9 6 28 24 2 20 28 23 6 19 26 28 6 7 7 6 4 21 10 23 6 28 2 20 28 7 2 19 28 2 20 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
15719,57620,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_1.wav,COMPLETELY OVER IT WE FORGOTTEN ALL ABOUT WHAT WE WERE FIGHTING ABOUT,DCA_se3_ag3_m_01,1467.9619,1470.5851,2.623199999999997,africa_american,0,69,4 16 14 17 13 6 21 6 13 26 28 16 23 6 19 28 10 21 28 24 6 28 7 16 19 8 16 21 21 6 15 28 2 13 13 28 2 3 16 22 21 28 24 9 2 21 28 24 6 28 24 6 19 6 28 7 10 8 9 21 10 15 8 28 2 3 16 22 21,Some College,Upper Middle Class,30 to 50,4,4,2
15724,35466,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_03_1.wav,WRAPPING THEIR OWN PRESENTS FOR,DCA_se2_ag3_m_03,1821.958,1823.833,1.875,africa_american,0,31,24 19 2 17 17 10 15 8 28 21 9 6 10 19 28 16 24 15 28 17 19 6 20 6 15 21 20 28 7 16 19,High School,Upper Working Class,30 to 50,3,5,2
15727,43517,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_05_1.wav,SHE WAS NICE AND KIND TO EVERYBODY,DCA_se1_ag1_f_05,735.9495,738.4008,2.45130000000006,africa_american,0,34,20 9 6 28 24 2 20 28 15 10 4 6 28 2 15 5 28 12 10 15 5 28 21 16 28 6 23 6 19 26 3 16 5 26,Student_ms,Lower Working Class,-19,8,1,0
15729,38594,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,AND THEY HAD THESE THREE MEXICAN WOMEN YOU KNOW,DCA_se2_ag3_m_01,745.6949,747.2948,1.5999000000000478,africa_american,0,47,2 15 5 28 21 9 6 26 28 9 2 5 28 21 9 6 20 6 28 21 9 19 6 6 28 14 6 25 10 4 2 15 28 24 16 14 6 15 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
15731,24380,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,PRESENT SITUATION NOW,DCA_se3_ag1_m_04,1444.2603,1445.6172,1.3568999999999958,africa_american,0,21,17 19 6 20 6 15 21 28 20 10 21 22 2 21 10 16 15 28 15 16 24,Student_hs,Lower Middle Class,-19,7,0,0
15738,3645,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,YEAH SHE'D BE THE ONLY ONE BECAUSE ALL MY OTHER TEACHERS I GOT ALONG WITH THEM FINE,DCA_se2_ag2_m_02,1035.7541,1039.0869,3.3327999999999065,africa_american,0,83,26 6 2 9 28 20 9 6 1 5 28 3 6 28 21 9 6 28 16 15 13 26 28 16 15 6 28 3 6 4 2 22 20 6 28 2 13 13 28 14 26 28 16 21 9 6 19 28 21 6 2 4 9 6 19 20 28 10 28 8 16 21 28 2 13 16 15 8 28 24 10 21 9 28 21 9 6 14 28 7 10 15 6,High School,Upper Working Class,20 to 29,3,5,1
15758,20066,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_01_1.wav,WELL MOST OF THE TIME WE USED TO PLAY TOUCH FOOTBALL IN THE ALLEY,DCA_se3_ag2_m_01,6.9374,10.0009,3.0634999999999994,africa_american,0,65,24 6 13 13 28 14 16 20 21 28 16 7 28 21 9 6 28 21 10 14 6 28 24 6 28 22 20 6 5 28 21 16 28 17 13 2 26 28 21 16 22 4 9 28 7 16 16 21 3 2 13 13 28 10 15 28 21 9 6 28 2 13 13 6 26,Some College,Lower Middle Class,20 to 29,4,0,1
15759,53534,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,YOU KNOW BANK ROBBERS AND THINGS LIKE THAT,DCA_se1_ag3_m_01,686.1589,688.2588,2.099899999999934,africa_american,0,42,26 16 22 28 12 15 16 24 28 3 2 15 12 28 19 16 3 3 6 19 20 28 2 15 5 28 21 9 10 15 8 20 28 13 10 12 6 28 21 9 2 21,High School,Lower Working Class,30 to 50,3,1,2
15760,19592,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_03_1.wav,BUT THE SLEEVES ARE HARD,DCA_se3_ag1_f_03,1660.3125,1661.9201,1.6076000000000477,africa_american,0,24,3 22 21 28 21 9 6 28 20 13 6 6 23 6 20 28 2 19 6 28 9 2 19 5,Student_ms,Lower Middle Class,-19,8,0,0
15761,33336,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_05_1.wav,I WAS IN THE BACK THE WALL WAS THE NEXT THING,DCA_se3_ag2_f_05,964.061,966.4381,2.377099999999928,africa_american,0,45,10 28 24 2 20 28 10 15 28 21 9 6 28 3 2 4 12 28 21 9 6 28 24 2 13 13 28 24 2 20 28 21 9 6 28 15 6 25 21 28 21 9 10 15 8,College,Lower Middle Class,20 to 29,0,0,1
15764,47997,coraal/DCA_audio_2018.10.06/DCA_se1_ag2_m_01_1.wav,AND I ALSO LIKE THE DETECTIVE MOVIES LIKE NYPD,DCA_se1_ag2_m_01,367.4934,370.7255,3.2321000000000017,africa_american,0,46,2 15 5 28 10 28 2 13 20 16 28 13 10 12 6 28 21 9 6 28 5 6 21 6 4 21 10 23 6 28 14 16 23 10 6 20 28 13 10 12 6 28 15 26 17 5,Some High School,Lower Working Class,20 to 29,5,1,1
15765,28375,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_02_1.wav,LONG EARRINGS WITH A BALL AND I WAS GONNA,DCA_se2_ag1_f_02,1438.6396,1440.5747,1.9350999999999203,africa_american,0,41,13 16 15 8 28 6 2 19 19 10 15 8 20 28 24 10 21 9 28 2 28 3 2 13 13 28 2 15 5 28 10 28 24 2 20 28 8 16 15 15 2,Student_ms,Upper Working Class,-19,8,5,0
15772,1242,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,THEY FIGHT THE NEIGHBORS,DCA_se1_ag1_m_03,2017.3951,2018.6728,1.2777000000000949,africa_american,0,24,21 9 6 26 28 7 10 8 9 21 28 21 9 6 28 15 6 10 8 9 3 16 19 20,Student_ms,Lower Working Class,-19,8,1,0
15791,5805,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,WHEN YOU SEE IT COMING ON,DCA_se1_ag1_m_03,872.0433,873.2929,1.2495999999999867,africa_american,0,25,24 9 6 15 28 26 16 22 28 20 6 6 28 10 21 28 4 16 14 10 15 8 28 16 15,Student_ms,Lower Working Class,-19,8,1,0
15794,8258,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_01_1.wav,AND IF YOU'VE NEVER SEEN A MAN THAT,DCA_se3_ag4_m_01,918.3084,919.6513,1.3428999999999858,africa_american,0,35,2 15 5 28 10 7 28 26 16 22 1 23 6 28 15 6 23 6 19 28 20 6 6 15 28 2 28 14 2 15 28 21 9 2 21,College,Unknown,51+,0,2,3
15802,49170,coraal/DCA_audio_2018.10.06/DCA_se1_ag2_m_01_1.wav,IN THE WOODS YOU KNOW AND,DCA_se1_ag2_m_01,263.6145,264.8524,1.2378999999999678,africa_american,0,25,10 15 28 21 9 6 28 24 16 16 5 20 28 26 16 22 28 12 15 16 24 28 2 15 5,Some High School,Lower Working Class,20 to 29,5,1,1
15806,1791,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,IT'S ANYTHING RELATING TO UH,DCA_se2_ag1_m_05,805.3565,807.0907,1.7341999999999869,africa_american,0,28,10 21 1 20 28 2 15 26 21 9 10 15 8 28 19 6 13 2 21 10 15 8 28 21 16 28 22 9,High School,Upper Working Class,-19,3,5,0
15830,44708,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,YEAH HE USED IT ON ME ONCE ONCE,DCA_se2_ag1_m_05,1341.1847,1343.3562,2.171499999999924,africa_american,0,31,26 6 2 9 28 9 6 28 22 20 6 5 28 10 21 28 16 15 28 14 6 28 16 15 4 6 28 16 15 4 6,High School,Upper Working Class,-19,3,5,0
15837,19620,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,WITH THE DOG I WAS OUT ONE EVENING AND UH,DCA_se3_ag4_m_02,536.0466,538.3687,2.3220999999999776,africa_american,0,41,24 10 21 9 28 21 9 6 28 5 16 8 28 10 28 24 2 20 28 16 22 21 28 16 15 6 28 6 23 6 15 10 15 8 28 2 15 5 28 22 9,High School,Lower Middle Class,51+,3,0,3
15839,9706,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_1.wav,NAH I NEVER PLAYED THAT,DCA_se1_ag1_m_07,92.2376,93.4534,1.2158000000000015,africa_american,0,23,15 2 9 28 10 28 15 6 23 6 19 28 17 13 2 26 6 5 28 21 9 2 21,Student_hs,Lower Working Class,-19,7,1,0
15840,28764,coraal/DCA_audio_2018.10.06/DCA_se1_ag2_m_01_1.wav,ALWAYS WANTED TO KNOW WHAT DIFFERENT KIND OF ANIMALS AND,DCA_se1_ag2_m_01,953.4478,956.3727,2.92489999999998,africa_american,0,56,2 13 24 2 26 20 28 24 2 15 21 6 5 28 21 16 28 12 15 16 24 28 24 9 2 21 28 5 10 7 7 6 19 6 15 21 28 12 10 15 5 28 16 7 28 2 15 10 14 2 13 20 28 2 15 5,Some High School,Lower Working Class,20 to 29,5,1,1
15844,39946,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_04_1.wav,AND THE DEVIL WOULD TELL WHAT,DCA_se3_ag2_f_04,50.363,51.7877,1.4247000000000014,africa_american,0,29,2 15 5 28 21 9 6 28 5 6 23 10 13 28 24 16 22 13 5 28 21 6 13 13 28 24 9 2 21,College,Lower Middle Class,20 to 29,0,0,1
15850,20210,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_03_1.wav,I'M GOING TRICK OR TREATING,DCA_se1_ag1_f_03,758.4252,759.795,1.369799999999941,africa_american,0,27,10 1 14 28 8 16 10 15 8 28 21 19 10 4 12 28 16 19 28 21 19 6 2 21 10 15 8,Student_ms,Lower Working Class,-19,8,1,0
15870,53133,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_01_1.wav,SEE WHEN I WAS IN ELEMENTARY SCHOOL I WEIGHED,DCA_se2_ag1_m_01,1151.7236,1153.2064,1.4827999999999977,africa_american,0,45,20 6 6 28 24 9 6 15 28 10 28 24 2 20 28 10 15 28 6 13 6 14 6 15 21 2 19 26 28 20 4 9 16 16 13 28 10 28 24 6 10 8 9 6 5,Student_hs,Upper Working Class,-19,7,5,0
15872,40505,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_01_1.wav,AND EVERYBODY JUST LIKE ONE FAMILY,DCA_se2_ag3_m_01,2485.8988,2487.707000000001,1.8082000000003973,africa_american,0,34,2 15 5 28 6 23 6 19 26 3 16 5 26 28 11 22 20 21 28 13 10 12 6 28 16 15 6 28 7 2 14 10 13 26,Some High School,Upper Working Class,30 to 50,5,5,2
15880,20177,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_05_1.wav,IF YOU CLEAR OUT I'D SET THE,DCA_se3_ag1_f_05,891.0642,892.757,1.69279999999992,africa_american,0,28,10 7 28 26 16 22 28 4 13 6 2 19 28 16 22 21 28 10 1 5 28 20 6 21 28 21 9 6,Student_hs,Lower Middle Class,-19,7,0,0
15882,20866,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,THEN THEY HAD ANOTHER SACK OF CALIBER PISTOLS STUCK IN THE SIDE PLUS THEIR KNIVES,DCA_se1_ag3_m_01,1389.4756,1394.3387,4.863100000000031,africa_american,0,81,21 9 6 15 28 21 9 6 26 28 9 2 5 28 2 15 16 21 9 6 19 28 20 2 4 12 28 16 7 28 4 2 13 10 3 6 19 28 17 10 20 21 16 13 20 28 20 21 22 4 12 28 10 15 28 21 9 6 28 20 10 5 6 28 17 13 22 20 28 21 9 6 10 19 28 12 15 10 23 6 20,High School,Lower Working Class,30 to 50,3,1,2
15884,55996,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_02_1.wav,ONCE I WAS IN A CAR ACCIDENT WHICH WASN'T REALLY,DCA_se2_ag1_m_02,2236.3677,2238.9814,2.6137000000003354,africa_american,0,48,16 15 4 6 28 10 28 24 2 20 28 10 15 28 2 28 4 2 19 28 2 4 4 10 5 6 15 21 28 24 9 10 4 9 28 24 2 20 15 1 21 28 19 6 2 13 13 26,Student_hs,Upper Working Class,-19,7,5,0
15885,12971,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_01_1.wav,IN THE NEIGHBORHOOD WE JUST,DCA_se3_ag1_m_01,41.8661,43.3109,1.4447999999999936,africa_american,0,27,10 15 28 21 9 6 28 15 6 10 8 9 3 16 19 9 16 16 5 28 24 6 28 11 22 20 21,Student_ms,Upper Class,-19,8,3,0
15886,56201,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_04_1.wav,PUT THE RECORD ON THERE START IT PLAYING AND LEAVE IT RUNNING,DCA_se1_ag1_f_04,1561.4437,1564.0431,2.59940000000006,africa_american,0,61,17 22 21 28 21 9 6 28 19 6 4 16 19 5 28 16 15 28 21 9 6 19 6 28 20 21 2 19 21 28 10 21 28 17 13 2 26 10 15 8 28 2 15 5 28 13 6 2 23 6 28 10 21 28 19 22 15 15 10 15 8,Student_ms,Lower Working Class,-19,8,1,0
15888,20706,coraal/DCA_audio_2018.10.06/DCA_se2_ag4_m_01_1.wav,NOT FOR SOME TIME,DCA_se2_ag4_m_01,164.7581,166.0208,1.2626999999999953,africa_american,0,17,15 16 21 28 7 16 19 28 20 16 14 6 28 21 10 14 6,Elementary School,Upper Working Class,51+,1,5,3
15893,49266,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,SO WE DECIDED TO KEEP THE OLD CAR FOR ME,DCA_se3_ag1_m_04,2155.4901,2157.6071,2.1170000000001887,africa_american,0,40,20 16 28 24 6 28 5 6 4 10 5 6 5 28 21 16 28 12 6 6 17 28 21 9 6 28 16 13 5 28 4 2 19 28 7 16 19 28 14 6,Student_hs,Lower Middle Class,-19,7,0,0
15898,36227,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,ONE WAS UM BULLDOG,DCA_se2_ag1_f_03,872.0023,873.9752,1.9728999999999808,africa_american,0,18,16 15 6 28 24 2 20 28 22 14 28 3 22 13 13 5 16 8,Student_ms,Upper Working Class,-19,8,5,0
15899,15706,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_02_1.wav,MM UH I MEAN YOU KNOW,DCA_se2_ag3_m_02,843.9208,845.5645,1.6436999999999669,africa_american,0,21,14 14 28 22 9 28 10 28 14 6 2 15 28 26 16 22 28 12 15 16 24,Some High School,Upper Working Class,30 to 50,5,5,2
15901,48454,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_03_1.wav,BUT I BE OUT WORKING,DCA_se1_ag1_m_03,710.4956,711.7592,1.2635999999999967,africa_american,0,20,3 22 21 28 10 28 3 6 28 16 22 21 28 24 16 19 12 10 15 8,Student_ms,Lower Working Class,-19,8,1,0
15902,23675,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_2.wav,I WENT TO SKATING RINK I GOT SHOT LIKE YOUR MOTHER MIGHT SAY,DCA_se1_ag1_m_07,329.2539,332.1123,2.8584000000000174,africa_american,0,60,10 28 24 6 15 21 28 21 16 28 20 12 2 21 10 15 8 28 19 10 15 12 28 10 28 8 16 21 28 20 9 16 21 28 13 10 12 6 28 26 16 22 19 28 14 16 21 9 6 19 28 14 10 8 9 21 28 20 2 26,Student_hs,Lower Working Class,-19,7,1,0
15905,20591,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_03_1.wav,SHE WOULDN'T TELL ON US WHEN WE DID THINGS BAD,DCA_se2_ag1_f_03,462.6443,465.0982,2.4539000000000333,africa_american,0,46,20 9 6 28 24 16 22 13 5 15 1 21 28 21 6 13 13 28 16 15 28 22 20 28 24 9 6 15 28 24 6 28 5 10 5 28 21 9 10 15 8 20 28 3 2 5,Student_ms,Upper Working Class,-19,8,5,0
15909,45128,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,AND THEN IF THE DOOR WAS UNLOCKED,DCA_se2_ag2_m_02,490.7919,492.1259,1.3340000000000032,africa_american,0,33,2 15 5 28 21 9 6 15 28 10 7 28 21 9 6 28 5 16 16 19 28 24 2 20 28 22 15 13 16 4 12 6 5,High School,Upper Working Class,20 to 29,3,5,1
15912,5698,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,THAT WAS THE END IT TURNED OUT,DCA_se3_ag2_f_03,789.5728,790.8646,1.2917999999999663,africa_american,0,30,21 9 2 21 28 24 2 20 28 21 9 6 28 6 15 5 28 10 21 28 21 22 19 15 6 5 28 16 22 21,Some College,Lower Middle Class,20 to 29,4,0,1
15918,54604,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_f_01_1.wav,SHE HAD A IDEA THAT THEY WERE IN HIS SOCKS SO,DCA_se2_ag1_f_01,896.591,898.8898,2.2988000000000284,africa_american,0,45,20 9 6 28 9 2 5 28 2 28 10 5 6 2 28 21 9 2 21 28 21 9 6 26 28 24 6 19 6 28 10 15 28 9 10 20 28 20 16 4 12 20 28 20 16,Student_ms,Upper Working Class,-19,8,5,0
15925,3547,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_m_07_1.wav,OH I TAKE UH MATH,DCA_se1_ag1_m_07,717.5305,719.2138,1.683300000000031,africa_american,0,17,16 9 28 10 28 21 2 12 6 28 22 9 28 14 2 21 9,Student_hs,Lower Working Class,-19,7,1,0
15929,54565,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_04_1.wav,SELECT THE TYPE YOU WANTED TO BE,DCA_se3_ag2_f_04,77.1051,78.7258,1.6207000000000136,africa_american,0,32,20 6 13 6 4 21 28 21 9 6 28 21 26 17 6 28 26 16 22 28 24 2 15 21 6 5 28 21 16 28 3 6,College,Lower Middle Class,20 to 29,0,0,1
15934,10252,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,UH I WOULD LIKE TO MAKE GIRLS AROUND WHILE THEY ARE AT AN IMPRESSIONABLE AGE AND WHILE THEY ARE YOUNG,DCA_se3_ag3_m_01,646.3772,651.3607,4.9834999999999345,africa_american,0,101,22 9 28 10 28 24 16 22 13 5 28 13 10 12 6 28 21 16 28 14 2 12 6 28 8 10 19 13 20 28 2 19 16 22 15 5 28 24 9 10 13 6 28 21 9 6 26 28 2 19 6 28 2 21 28 2 15 28 10 14 17 19 6 20 20 10 16 15 2 3 13 6 28 2 8 6 28 2 15 5 28 24 9 10 13 6 28 21 9 6 26 28 2 19 6 28 26 16 22 15 8,Some College,Upper Middle Class,30 to 50,4,4,2
15939,2790,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_f_03_1.wav,VOICE AND EVERYTHING WHAT HE SAID AND THEN SHE,DCA_se3_ag2_f_03,591.4642,593.8889,2.42470000000003,africa_american,0,46,23 16 10 4 6 28 2 15 5 28 6 23 6 19 26 21 9 10 15 8 28 24 9 2 21 28 9 6 28 20 2 10 5 28 2 15 5 28 21 9 6 15 28 20 9 6,Some College,Lower Middle Class,20 to 29,4,0,1
15947,27993,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_01_2.wav,IT'S MORE OR LESS VISITING RELATIVES AND UH EXCHANGING OF GIFTS AND UH,DCA_se3_ag3_m_01,1034.7266,1040.9317,6.2051000000001295,africa_american,0,70,10 21 1 20 28 14 16 19 6 28 16 19 28 13 6 20 20 28 23 10 20 10 21 10 15 8 28 19 6 13 2 21 10 23 6 20 28 2 15 5 28 22 9 28 6 25 4 9 2 15 8 10 15 8 28 16 7 28 8 10 7 21 20 28 2 15 5 28 22 9,Some College,Upper Middle Class,30 to 50,4,4,2
15949,192,coraal/DCA_audio_2018.10.06/DCA_se2_ag2_m_02_1.wav,BECAUSE I KNOW FOR MYSELF IF SOMEONE TOUCHED MY,DCA_se2_ag2_m_02,1429.3013,1431.5208,2.2194999999999254,africa_american,0,47,3 6 4 2 22 20 6 28 10 28 12 15 16 24 28 7 16 19 28 14 26 20 6 13 7 28 10 7 28 20 16 14 6 16 15 6 28 21 16 22 4 9 6 5 28 14 26,High School,Upper Working Class,20 to 29,3,5,1
15954,49693,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_f_02_1.wav,WE CAN'T SEE 'EM THAT'S WHY,DCA_se3_ag1_f_02,991.1841,992.9094,1.7253000000000611,africa_american,0,27,24 6 28 4 2 15 1 21 28 20 6 6 28 1 6 14 28 21 9 2 21 1 20 28 24 9 26,Student_ms,Lower Middle Class,-19,8,0,0
15959,47437,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_04_1.wav,NOT ONLY TO PAY THE TUITION AND THE BOOKS AND THE LUNCHES AND SO FORTH,DCA_se3_ag1_m_04,2114.359,2117.9606,3.6015999999999617,africa_american,0,70,15 16 21 28 16 15 13 26 28 21 16 28 17 2 26 28 21 9 6 28 21 22 10 21 10 16 15 28 2 15 5 28 21 9 6 28 3 16 16 12 20 28 2 15 5 28 21 9 6 28 13 22 15 4 9 6 20 28 2 15 5 28 20 16 28 7 16 19 21 9,Student_hs,Lower Middle Class,-19,7,0,0
15960,27835,coraal/DCA_audio_2018.10.06/DCA_se3_ag3_m_04_1.wav,LEAVE IT TO HIM TO ORGANIZE BECAUSE UH,DCA_se3_ag3_m_04,1121.9868,1124.3416,2.3548000000000684,africa_american,0,38,13 6 2 23 6 28 10 21 28 21 16 28 9 10 14 28 21 16 28 16 19 8 2 15 10 27 6 28 3 6 4 2 22 20 6 28 22 9,High School,Lower Middle Class,30 to 50,3,0,2
15962,17924,coraal/DCA_audio_2018.10.06/DCA_se2_ag3_m_03_1.wav,START YOUR MOTOR AND YOU DRIVE,DCA_se2_ag3_m_03,1661.0453,1662.3224,1.2771000000000186,africa_american,0,30,20 21 2 19 21 28 26 16 22 19 28 14 16 21 16 19 28 2 15 5 28 26 16 22 28 5 19 10 23 6,High School,Upper Working Class,30 to 50,3,5,2
15963,17197,coraal/DCA_audio_2018.10.06/DCA_se1_ag1_f_04_1.wav,GIRLS BEING IN LINE AND THE BOYS BEING IN LINE,DCA_se1_ag1_f_04,185.1986,187.3432,2.1445999999999965,africa_american,0,46,8 10 19 13 20 28 3 6 10 15 8 28 10 15 28 13 10 15 6 28 2 15 5 28 21 9 6 28 3 16 26 20 28 3 6 10 15 8 28 10 15 28 13 10 15 6,Student_ms,Lower Working Class,-19,8,1,0
15965,28449,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_02_1.wav,HAVE INVESTIGATIONS,DCA_se3_ag1_m_02,2591.5047,2592.7499,1.2451999999998409,africa_american,0,19,9 2 23 6 28 10 15 23 6 20 21 10 8 2 21 10 16 15 20,Student_hs,Upper Middle Class,-19,7,4,0
15967,52228,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_05_1.wav,FIRST WINNER SECOND WINNER THIRD WINNER FOURTH WINNER AND A FIFTH,DCA_se2_ag1_m_05,1002.6709,1005.9043,3.2334000000000738,africa_american,0,65,7 10 19 20 21 28 24 10 15 15 6 19 28 20 6 4 16 15 5 28 24 10 15 15 6 19 28 21 9 10 19 5 28 24 10 15 15 6 19 28 7 16 22 19 21 9 28 24 10 15 15 6 19 28 2 15 5 28 2 28 7 10 7 21 9,High School,Upper Working Class,-19,3,5,0
15973,36693,coraal/DCA_audio_2018.10.06/DCA_se2_ag1_m_04_1.wav,WHEN I USED TO BE WITH HIM HE USED TO BE MORE OF A LEADER BUT NOW,DCA_se2_ag1_m_04,836.4299,839.3396,2.9097000000000435,africa_american,0,65,24 9 6 15 28 10 28 22 20 6 5 28 21 16 28 3 6 28 24 10 21 9 28 9 10 14 28 9 6 28 22 20 6 5 28 21 16 28 3 6 28 14 16 19 6 28 16 7 28 2 28 13 6 2 5 6 19 28 3 22 21 28 15 16 24,Student_hs,Upper Working Class,-19,7,5,0
15981,54759,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,IT'S A GREAT UNDERWATER BATTLE FINALLY THEY RESCUE THE BOMBS,DCA_se3_ag1_m_05,332.5895,335.4144,2.8249000000000137,africa_american,0,60,10 21 1 20 28 2 28 8 19 6 2 21 28 22 15 5 6 19 24 2 21 6 19 28 3 2 21 21 13 6 28 7 10 15 2 13 13 26 28 21 9 6 26 28 19 6 20 4 22 6 28 21 9 6 28 3 16 14 3 20,Student_hs,Lower Middle Class,-19,7,0,0
15984,55600,coraal/DCA_audio_2018.10.06/DCA_se3_ag1_m_05_1.wav,CONSTRUCTION ENGINEER OR SOMETHING,DCA_se3_ag1_m_05,1093.8199,1095.1285,1.3086000000000697,africa_american,0,34,4 16 15 20 21 19 22 4 21 10 16 15 28 6 15 8 10 15 6 6 19 28 16 19 28 20 16 14 6 21 9 10 15 8,Student_hs,Lower Middle Class,-19,7,0,0
15988,11829,coraal/DCA_audio_2018.10.06/DCA_se1_ag4_m_02_1.wav,ORDINARY COMMON SENSE I PUT IT THAT A WAY,DCA_se1_ag4_m_02,758.2134,760.0087,1.7952999999999977,africa_american,0,41,16 19 5 10 15 2 19 26 28 4 16 14 14 16 15 28 20 6 15 20 6 28 10 28 17 22 21 28 10 21 28 21 9 2 21 28 2 28 24 2 26,Some High School,Lower Working Class,51+,5,1,3
15992,6139,coraal/DCA_audio_2018.10.06/DCA_se1_ag3_m_01_1.wav,FOR 'EM ON TOP OF THE ROOF,DCA_se1_ag3_m_01,730.0166,731.2785,1.2618999999999687,africa_american,0,26,7 16 19 28 1 6 14 28 16 15 28 21 16 17 28 16 7 28 21 9 6 28 19 16 16 7,High School,Lower Working Class,30 to 50,3,1,2
16003,32585,coraal/DCA_audio_2018.10.06/DCA_se3_ag4_m_02_1.wav,PULL IT DOWN THE STEPS THERE,DCA_se3_ag4_m_02,1722.1094,1723.402,1.2925999999999929,africa_american,0,28,17 22 13 13 28 10 21 28 5 16 24 15 28 21 9 6 28 20 21 6 17 20 28 21 9 6 19 6,High School,Lower Middle Class,51+,3,0,3
16005,39374,coraal/DCA_audio_2018.10.06/DCA_se3_ag2_m_01_1.wav,AND SOMEONE WAS TALKING AND SHE AUTOMATICALLY ACCUSED ME AND SHE HADN'T EVEN LOOKED,DCA_se3_ag2_m_01,1079.446,1083.7032,4.257199999999783,africa_american,0,83,2 15 5 28 20 16 14 6 16 15 6 28 24 2 20 28 21 2 13 12 10 15 8 28 2 15 5 28 20 9 6 28 2 22 21 16 14 2 21 10 4 2 13 13 26 28 2 4 4 22 20 6 5 28 14 6 28 2 15 5 28 20 9 6 28 9 2 5 15 1 21 28 6 23 6 15 28 13 16 16 12 6 5,Some College,Lower Middle Class,20 to 29,4,0,1
